date_S1,S1,date_S2,S2,date_S3,S3,date_S4,S4,date_S5,S5,date_S6,S6,date_S7,S7,date_I1,I1,date_I2,I2,date_I3,I3,date_I4,I4
2014-10-20,109.6,2014-10-20,148.7,2014-10-20,54.25,2014-10-15,49.68,2014-10-15,24.385,2020-04-09,38.2,2014-10-15,90.22,2014-10-20,548.58,2014-10-15,1862.49,2014-10-15,26.25,,
2014-10-21,113.2,2014-10-21,155.8,2014-10-21,55.5,2014-10-16,49.75,2014-10-16,24.065,2020-04-13,43.397,2014-10-16,90.6,2014-10-21,567.12,2014-10-16,1862.76,2014-10-16,25.2,,
2014-10-22,115.0,2014-10-22,157.5,2014-10-22,57.0,2014-10-17,50.07,2014-10-17,24.418,2020-04-14,47.326,2014-10-17,91.21,2014-10-22,574.58,2014-10-17,1886.76,2014-10-17,21.99,,
2014-10-23,120.4,2014-10-23,154.8,2014-10-23,55.5,2014-10-20,50.53,2014-10-20,24.94,2020-04-15,48.655,2014-10-20,91.77,2014-10-23,573.13,2014-10-20,1904.01,2014-10-20,18.57,,
2014-10-24,121.2,2014-10-24,155.0,2014-10-24,54.0,2014-10-21,51.27,2014-10-21,25.618,2020-04-16,49.681,2014-10-21,93.65,2014-10-24,573.58,2014-10-21,1941.28,2014-10-21,16.08,,
2014-10-27,123.0,2014-10-27,152.8,2014-10-27,52.25,2014-10-22,50.7,2014-10-22,25.748,2020-04-17,50.259,2014-10-22,93.13,2014-10-27,571.21,2014-10-22,1927.11,2014-10-22,17.87,,
2014-10-28,124.1,2014-10-28,155.4,2014-10-28,51.25,2014-10-23,51.41,2014-10-23,26.208,2020-04-20,49.757,2014-10-23,94.11,2014-10-28,579.2,2014-10-23,1950.82,2014-10-23,16.53,,
2014-10-29,124.0,2014-10-29,158.7,2014-10-29,48.0,2014-10-24,51.8,2014-10-24,26.305,2020-04-21,45.781,2014-10-24,94.49,2014-10-29,585.79,2014-10-24,1964.58,2014-10-24,16.11,,
2014-10-30,123.5,2014-10-30,154.2,2014-10-30,46.5,2014-10-27,51.59,2014-10-27,26.278,2020-04-22,48.807,2014-10-27,93.71,2014-10-30,581.06,2014-10-27,1961.63,2014-10-27,16.04,,
2014-10-31,123.9,2014-10-31,153.0,2014-10-31,47.7,2014-10-28,52.44,2014-10-28,26.685,2020-04-23,47.042,2014-10-28,95.1,2014-10-31,585.28,2014-10-28,1985.05,2014-10-28,14.39,,
2014-11-03,123.0,2014-11-03,152.2,2014-11-03,49.55,2014-10-29,52.65,2014-10-29,26.835,2020-04-24,48.343,2014-10-29,94.59,2014-11-03,585.2,2014-10-29,1982.3,2014-10-29,15.15,,
2014-11-04,122.5,2014-11-04,147.1,2014-11-04,48.85,2014-10-30,53.15,2014-10-30,26.745,2020-04-27,53.25,2014-10-30,94.45,2014-11-04,577.95,2014-10-30,1994.65,2014-10-30,14.52,,
2014-11-05,124.5,2014-11-05,150.2,2014-11-05,48.45,2014-10-31,53.53,2014-10-31,27.0,2020-04-28,51.275,2014-10-31,96.71,2014-11-05,585.24,2014-10-31,2018.05,2014-10-31,14.03,,
2014-11-06,122.3,2014-11-06,149.8,2014-11-06,47.55,2014-11-03,53.47,2014-11-03,27.35,2020-04-29,53.367,2014-11-03,95.26,2014-11-06,584.66,2014-11-03,2017.81,2014-11-03,14.73,,
2014-11-07,122.2,2014-11-07,152.5,2014-11-07,48.5,2014-11-04,53.19,2014-11-04,27.15,2020-04-30,52.125,2014-11-04,94.52,2014-11-07,587.68,2014-11-04,2012.1,2014-11-04,14.89,,
2014-11-10,121.6,2014-11-10,153.5,2014-11-10,47.35,2014-11-05,54.02,2014-11-05,27.215,2020-05-01,46.755,2014-11-05,95.07,2014-11-10,591.57,2014-11-05,2023.57,2014-11-05,14.17,,
2014-11-11,122.9,2014-11-11,152.0,2014-11-11,46.25,2014-11-06,53.99,2014-11-06,27.175,2020-05-04,50.746,2014-11-06,96.26,2014-11-11,593.66,2014-11-06,2031.21,2014-11-06,13.67,,
2014-11-12,121.6,2014-11-12,151.3,2014-11-12,44.5,2014-11-07,53.75,2014-11-07,27.253,2020-05-05,51.214,2014-11-07,96.59,2014-11-12,590.85,2014-11-07,2031.92,2014-11-07,13.12,,
2014-11-13,121.6,2014-11-13,148.2,2014-11-13,44.6,2014-11-10,53.89,2014-11-10,27.208,2020-05-06,52.172,2014-11-10,96.28,2014-11-13,587.22,2014-11-10,2038.26,2014-11-10,12.67,,
2014-11-14,120.6,2014-11-14,149.4,2014-11-14,43.5,2014-11-11,53.81,2014-11-11,27.425,2020-05-07,52.003,2014-11-11,96.41,2014-11-14,598.63,2014-11-11,2039.68,2014-11-11,12.92,,
2014-11-17,121.2,2014-11-17,148.1,2014-11-17,44.35,2014-11-12,53.42,2014-11-12,27.813,2020-05-08,54.628,2014-11-12,95.38,2014-11-17,598.34,2014-11-12,2038.25,2014-11-12,13.02,,
2014-11-18,121.8,2014-11-18,148.5,2014-11-18,44.6,2014-11-13,53.44,2014-11-13,28.205,2020-05-11,54.086,2014-11-13,94.66,2014-11-18,600.89,2014-11-13,2039.33,2014-11-13,13.79,,
2014-11-19,124.0,2014-11-19,149.4,2014-11-19,44.25,2014-11-14,53.38,2014-11-14,28.545,2020-05-12,53.961,2014-11-14,95.09,2014-11-19,602.34,2014-11-14,2039.82,2014-11-14,13.31,,
2014-11-20,123.6,2014-11-20,149.8,2014-11-20,43.9,2014-11-17,53.57,2014-11-17,28.498,2020-05-13,52.731,2014-11-17,95.11,2014-11-20,600.35,2014-11-17,2041.32,2014-11-17,13.99,,
2014-11-21,123.9,2014-11-21,153.2,2014-11-21,45.75,2014-11-18,53.81,2014-11-18,28.868,2020-05-14,53.555,2014-11-18,94.87,2014-11-21,606.57,2014-11-18,2051.8,2014-11-18,13.86,,
2014-11-24,125.4,2014-11-24,154.3,2014-11-24,45.2,2014-11-19,53.66,2014-11-19,28.668,2020-05-15,53.278,2014-11-19,95.61,2014-11-24,607.51,2014-11-19,2048.72,2014-11-19,13.96,,
2014-11-25,126.5,2014-11-25,152.8,2014-11-25,41.8,2014-11-20,53.52,2014-11-20,29.078,2020-05-18,54.242,2014-11-20,95.82,2014-11-25,606.12,2014-11-20,2052.75,2014-11-20,13.58,,
2014-11-26,124.9,2014-11-26,149.5,2014-11-26,42.7,2014-11-21,53.66,2014-11-21,29.118,2020-05-19,53.867,2014-11-21,96.81,2014-11-26,596.84,2014-11-21,2063.5,2014-11-21,12.9,,
2014-11-27,120.3,2014-11-27,143.0,2014-11-27,41.55,2014-11-24,54.4,2014-11-24,29.656,2020-05-20,54.371,2014-11-24,95.72,2014-11-27,582.23,2014-11-24,2069.41,2014-11-24,12.62,,
2014-11-28,116.5,2014-11-28,132.5,2014-11-28,43.7,2014-11-25,54.33,2014-11-25,29.4,2020-05-21,55.173,2014-11-25,94.78,2014-11-28,566.34,2014-11-25,2067.03,2014-11-25,12.25,,
2014-12-01,113.7,2014-12-01,133.3,2014-12-01,49.9,2014-11-26,54.13,2014-11-26,29.75,2020-05-22,54.459,2014-11-26,94.48,2014-12-01,564.17,2014-11-26,2072.83,2014-11-26,12.07,,
2014-12-02,114.0,2014-12-02,135.0,2014-12-02,49.0,2014-11-28,53.97,2014-11-28,29.733,2020-05-26,54.591,2014-11-28,90.54,2014-12-02,570.28,2014-11-28,2067.56,2014-11-28,13.33,,
2014-12-03,116.5,2014-12-03,134.6,2014-12-03,50.5,2014-12-01,53.35,2014-12-01,28.768,2020-05-27,54.682,2014-12-01,92.35,2014-12-03,574.87,2014-12-01,2053.44,2014-12-01,14.29,,
2014-12-04,116.3,2014-12-04,130.7,2014-12-04,47.5,2014-12-02,54.36,2014-12-02,28.658,2020-05-28,53.721,2014-12-02,94.19,2014-12-04,568.94,2014-12-02,2066.55,2014-12-02,12.85,,
2014-12-05,116.5,2014-12-05,128.9,2014-12-05,48.3,2014-12-03,55.21,2014-12-03,28.983,2020-05-29,55.667,2014-12-03,94.95,2014-12-05,567.72,2014-12-03,2074.33,2014-12-03,12.47,,
2014-12-08,114.0,2014-12-08,126.5,2014-12-08,50.0,2014-12-04,55.18,2014-12-04,28.873,2020-06-01,59.873,2014-12-04,94.37,2014-12-08,561.89,2014-12-04,2071.92,2014-12-04,12.38,,
2014-12-09,113.4,2014-12-09,123.5,2014-12-09,49.4,2014-12-05,56.08,2014-12-05,28.75,2020-06-02,58.771,2014-12-05,93.82,2014-12-09,553.46,2014-12-05,2075.37,2014-12-05,11.82,,
2014-12-10,113.9,2014-12-10,122.5,2014-12-10,52.0,2014-12-08,56.37,2014-12-08,28.1,2020-06-03,58.864,2014-12-08,91.7,2014-12-10,554.91,2014-12-08,2060.31,2014-12-08,14.21,,
2014-12-11,113.6,2014-12-11,123.6,2014-12-11,60.5,2014-12-09,55.85,2014-12-09,28.53,2020-06-04,57.625,2014-12-09,91.38,2014-12-11,553.33,2014-12-09,2059.82,2014-12-09,14.89,,
2014-12-12,108.3,2014-12-12,121.5,2014-12-12,77.5,2014-12-10,54.47,2014-12-10,27.988,2020-06-05,59.044,2014-12-10,88.67,2014-12-12,544.68,2014-12-10,2026.14,2014-12-10,18.53,,
2014-12-15,108.0,2014-12-15,120.0,2014-12-15,96.0,2014-12-11,54.51,2014-12-11,27.905,2020-06-08,63.328,2014-12-11,89.2,2014-12-15,542.28,2014-12-11,2035.33,2014-12-11,20.08,,
2014-12-16,103.2,2014-12-16,120.8,2014-12-16,85.0,2014-12-12,53.4,2014-12-12,27.433,2020-06-09,62.711,2014-12-12,86.6,2014-12-16,536.24,2014-12-12,2002.33,2014-12-12,21.08,,
2014-12-17,106.5,2014-12-17,125.8,2014-12-17,78.0,2014-12-15,52.79,2014-12-15,27.056,2020-06-10,68.337,2014-12-15,86.9,2014-12-17,552.01,2014-12-15,1989.63,2014-12-15,20.42,,
2014-12-18,112.0,2014-12-18,132.7,2014-12-18,95.0,2014-12-16,51.17,2014-12-16,26.686,2020-06-11,64.856,2014-12-16,86.41,2014-12-18,573.65,2014-12-16,1972.74,2014-12-16,23.57,,
2014-12-19,111.3,2014-12-19,132.2,2014-12-19,97.0,2014-12-17,52.45,2014-12-17,27.353,2020-06-12,62.352,2014-12-17,89.02,2014-12-19,577.6,2014-12-17,2012.89,2014-12-17,19.44,,
2014-12-22,111.1,2014-12-22,133.4,2014-12-22,96.5,2014-12-18,54.1,2014-12-18,28.163,2020-06-15,66.06,2014-12-18,91.16,2014-12-22,580.43,2014-12-18,2061.23,2014-12-18,16.81,,
2014-12-23,111.2,2014-12-23,133.9,2014-12-23,91.0,2014-12-19,54.01,2014-12-19,27.945,2020-06-16,65.475,2014-12-19,93.64,2014-12-23,582.81,2014-12-19,2070.65,2014-12-19,16.49,,
2014-12-29,111.0,2014-12-29,133.1,2014-12-29,88.5,2014-12-22,53.96,2014-12-22,28.235,2020-06-17,66.119,2014-12-22,93.33,2014-12-29,580.7,2014-12-22,2078.54,2014-12-22,15.25,,
2014-12-30,110.7,2014-12-30,131.2,2014-12-30,94.0,2014-12-23,54.42,2014-12-23,28.135,2020-06-18,66.931,2014-12-23,94.59,2014-12-30,576.04,2014-12-23,2082.17,2014-12-23,14.8,,
2015-01-02,111.1,2015-01-02,130.1,2015-01-02,97.0,2014-12-24,54.54,2014-12-24,28.003,2020-06-19,66.727,2014-12-24,93.78,2015-01-02,579.36,2014-12-24,2081.88,2014-12-24,14.37,,
2015-01-05,106.8,2015-01-05,126.0,2015-01-05,96.0,2014-12-26,54.43,2014-12-26,28.498,2020-06-22,66.288,2014-12-26,93.21,2015-01-05,565.45,2014-12-26,2088.77,2014-12-26,14.5,,
2015-01-06,106.5,2015-01-06,127.3,2015-01-06,121.0,2014-12-29,54.73,2014-12-29,28.478,2020-06-23,66.785,2014-12-29,93.07,2015-01-06,569.98,2014-12-29,2090.57,2014-12-29,15.06,,
2015-01-07,104.6,2015-01-07,128.5,2015-01-07,132.5,2014-12-30,54.84,2014-12-30,28.13,2020-06-24,64.057,2014-12-30,93.02,2015-01-07,573.36,2014-12-30,2080.35,2014-12-30,15.92,,
2015-01-08,107.0,2015-01-08,129.6,2015-01-08,131.0,2014-12-31,54.11,2014-12-31,27.595,2020-06-25,65.732,2014-12-31,92.45,2015-01-08,580.07,2014-12-31,2058.9,2014-12-31,19.2,,
2015-01-09,105.3,2015-01-09,130.8,2015-01-09,143.5,2015-01-02,54.26,2015-01-02,27.333,2020-06-26,63.983,2015-01-02,92.83,2015-01-09,580.44,2015-01-02,2058.2,2015-01-02,17.79,,
2015-01-12,103.0,2015-01-12,125.8,2015-01-12,164.0,2015-01-05,52.55,2015-01-05,26.563,2020-06-29,67.29,2015-01-05,90.29,2015-01-12,573.63,2015-01-05,2020.58,2015-01-05,19.92,,
2015-01-13,103.6,2015-01-13,129.1,2015-01-13,166.0,2015-01-06,50.7,2015-01-06,26.565,2020-06-30,71.987,2015-01-06,89.81,2015-01-13,582.7,2015-01-06,2002.61,2015-01-06,21.12,,
2015-01-14,102.9,2015-01-14,126.5,2015-01-14,140.0,2015-01-07,51.17,2015-01-07,26.938,2020-07-01,74.642,2015-01-07,90.72,2015-01-14,575.26,2015-01-07,2025.9,2015-01-07,19.31,,
2015-01-15,104.0,2015-01-15,130.7,2015-01-15,126.5,2015-01-08,51.94,2015-01-08,27.973,2020-07-02,80.577,2015-01-08,92.23,2015-01-15,579.65,2015-01-08,2062.14,2015-01-08,17.01,,
2015-01-16,104.0,2015-01-16,132.0,2015-01-16,125.0,2015-01-09,50.78,2015-01-09,28.003,2020-07-06,91.439,2015-01-09,92.1,2015-01-16,578.82,2015-01-09,2044.81,2015-01-09,17.55,,
2015-01-19,106.6,2015-01-19,133.5,2015-01-19,114.0,2015-01-12,50.38,2015-01-12,27.313,2020-07-07,92.657,2015-01-12,90.33,2015-01-19,592.79,2015-01-12,2028.26,2015-01-12,19.6,,
2015-01-20,107.6,2015-01-20,130.9,2015-01-20,136.5,2015-01-13,50.02,2015-01-13,27.555,2020-07-08,91.059,2015-01-13,90.0,2015-01-20,588.64,2015-01-13,2023.03,2015-01-13,20.56,,
2015-01-21,108.6,2015-01-21,135.0,2015-01-21,125.0,2015-01-14,49.05,2015-01-14,27.45,2020-07-09,92.952,2015-01-14,89.74,2015-01-21,593.85,2015-01-14,2011.27,2015-01-14,21.48,,
2015-01-22,109.3,2015-01-22,137.8,2015-01-22,115.0,2015-01-15,47.23,2015-01-15,26.705,2020-07-10,102.977,2015-01-15,88.96,2015-01-22,599.32,2015-01-15,1992.67,2015-01-15,22.39,,
2015-01-23,108.5,2015-01-23,137.5,2015-01-23,123.5,2015-01-16,47.61,2015-01-16,26.498,2020-07-13,99.804,2015-01-16,91.12,2015-01-23,603.28,2015-01-16,2019.42,2015-01-16,20.95,,
2015-01-26,109.2,2015-01-26,135.9,2015-01-26,125.0,2015-01-20,47.26,2015-01-20,27.18,2020-07-14,101.12,2015-01-20,91.09,2015-01-26,603.35,2015-01-20,2022.55,2015-01-20,19.89,,
2015-01-27,107.5,2015-01-27,133.7,2015-01-27,125.5,2015-01-21,47.74,2015-01-21,27.388,2020-07-15,103.067,2015-01-21,91.87,2015-01-27,597.43,2015-01-21,2032.12,2015-01-21,18.85,,
2015-01-28,107.3,2015-01-28,133.0,2015-01-28,121.5,2015-01-22,49.57,2015-01-22,28.1,2020-07-16,100.043,2015-01-22,92.87,2015-01-28,599.2,2015-01-22,2063.15,2015-01-22,16.4,,
2015-01-29,111.9,2015-01-29,128.4,2015-01-29,103.0,2015-01-23,48.62,2015-01-23,28.245,2020-07-17,100.056,2015-01-23,90.89,2015-01-29,596.59,2015-01-23,2051.82,2015-01-23,16.66,,
2015-01-30,112.3,2015-01-30,128.4,2015-01-30,92.0,2015-01-26,48.89,2015-01-26,28.275,2020-07-20,109.533,2015-01-26,91.76,2015-01-30,596.19,2015-01-26,2057.09,2015-01-26,15.52,,
2015-02-02,113.1,2015-02-02,135.0,2015-02-02,100.0,2015-01-27,48.31,2015-01-27,27.285,2020-07-21,104.557,2015-01-27,90.95,2015-02-02,601.8,2015-01-27,2029.55,2015-01-27,17.22,,
2015-02-03,116.8,2015-02-03,141.5,2015-02-03,95.5,2015-01-28,47.11,2015-01-28,28.828,2020-07-22,106.155,2015-01-28,87.95,2015-02-03,614.67,2015-01-28,2002.16,2015-01-28,20.44,,
2015-02-04,116.6,2015-02-04,137.2,2015-02-04,92.5,2015-01-29,47.62,2015-01-29,29.725,2020-07-23,100.871,2015-01-29,87.58,2015-02-04,605.51,2015-01-29,2021.25,2015-01-29,18.76,,
2015-02-05,117.4,2015-02-05,139.6,2015-02-05,103.5,2015-01-30,46.95,2015-01-30,29.29,2020-07-24,94.467,2015-01-30,87.42,2015-02-05,612.31,2015-01-30,1994.99,2015-01-30,20.97,,
2015-02-06,120.5,2015-02-06,142.6,2015-02-06,102.0,2015-02-02,47.72,2015-02-02,29.658,2020-07-27,102.64,2015-02-02,89.58,2015-02-06,615.71,2015-02-02,2020.85,2015-02-02,19.43,,
2015-02-09,119.3,2015-02-09,148.8,2015-02-09,103.0,2015-02-03,48.88,2015-02-03,29.663,2020-07-28,98.433,2015-02-03,92.25,2015-02-09,617.58,2015-02-03,2050.03,2015-02-03,17.33,,
2015-02-10,119.3,2015-02-10,143.1,2015-02-10,107.0,2015-02-04,48.4,2015-02-04,29.89,2020-07-29,99.941,2015-02-04,91.46,2015-02-10,615.17,2015-02-04,2041.51,2015-02-04,18.33,,
2015-02-11,118.5,2015-02-11,141.0,2015-02-11,106.5,2015-02-05,48.54,2015-02-05,29.985,2020-07-30,99.166,2015-02-05,92.36,2015-02-11,603.51,2015-02-05,2062.52,2015-02-05,16.85,,
2015-02-12,119.7,2015-02-12,143.6,2015-02-12,110.5,2015-02-06,49.14,2015-02-06,29.733,2020-07-31,95.384,2015-02-06,91.5,2015-02-12,611.35,2015-02-06,2055.47,2015-02-06,17.29,,
2015-02-13,122.7,2015-02-13,149.8,2015-02-13,114.0,2015-02-09,49.21,2015-02-09,29.93,2020-08-03,99.0,2015-02-09,91.56,2015-02-13,616.66,2015-02-09,2046.74,2015-02-09,18.55,,
2015-02-16,123.9,2015-02-16,147.7,2015-02-16,107.0,2015-02-10,49.39,2015-02-10,30.505,2020-08-04,99.133,2015-02-10,91.01,2015-02-16,621.01,2015-02-10,2068.59,2015-02-10,17.23,,
2015-02-17,122.9,2015-02-17,146.4,2015-02-17,106.0,2015-02-11,49.68,2015-02-11,31.22,2020-08-05,99.001,2015-02-11,90.6,2015-02-17,616.39,2015-02-11,2068.53,2015-02-11,16.96,,
2015-02-18,124.7,2015-02-18,146.7,2015-02-18,103.5,2015-02-12,50.89,2015-02-12,31.615,2020-08-06,99.305,2015-02-12,92.37,2015-02-18,620.68,2015-02-12,2088.48,2015-02-12,15.34,,
2015-02-19,124.7,2015-02-19,141.8,2015-02-19,105.0,2015-02-13,51.2,2015-02-13,31.77,2020-08-07,96.847,2015-02-13,93.37,2015-02-19,614.52,2015-02-13,2096.99,2015-02-13,14.69,,
2015-02-20,123.1,2015-02-20,142.0,2015-02-20,98.0,2015-02-17,51.69,2015-02-17,31.958,2020-08-10,94.571,2015-02-17,93.05,2015-02-20,614.03,2015-02-17,2100.34,2015-02-17,15.8,,
2015-02-23,126.0,2015-02-23,141.5,2015-02-23,97.0,2015-02-18,51.42,2015-02-18,32.179,2020-08-11,91.626,2015-02-18,91.01,2015-02-23,613.57,2015-02-18,2099.68,2015-02-18,15.45,,
2015-02-24,125.8,2015-02-24,144.7,2015-02-24,93.0,2015-02-19,51.12,2015-02-19,32.112,2020-08-12,103.651,2015-02-19,89.44,2015-02-24,614.54,2015-02-19,2097.45,2015-02-19,15.29,,
2015-02-25,126.5,2015-02-25,145.0,2015-02-25,90.5,2015-02-20,51.78,2015-02-20,32.374,2020-08-13,108.067,2015-02-20,89.92,2015-02-25,617.47,2015-02-20,2110.3,2015-02-20,14.3,,
2015-02-26,126.8,2015-02-26,146.0,2015-02-26,106.5,2015-02-23,51.32,2015-02-23,33.25,2020-08-14,110.047,2015-02-23,89.01,2015-02-26,619.44,2015-02-23,2109.66,2015-02-23,14.56,,
2015-02-27,124.8,2015-02-27,144.5,2015-02-27,97.5,2015-02-24,51.9,2015-02-24,33.043,2020-08-17,122.376,2015-02-24,89.42,2015-02-27,615.64,2015-02-24,2115.48,2015-02-24,13.69,,
2015-03-02,126.2,2015-03-02,143.1,2015-03-02,97.0,2015-02-25,52.09,2015-02-25,32.197,2020-08-18,125.806,2015-02-25,89.6,2015-03-02,613.25,2015-02-25,2113.86,2015-02-25,13.84,,
2015-03-03,126.3,2015-03-03,143.8,2015-03-03,97.0,2015-02-26,52.41,2015-02-26,32.604,2020-08-19,125.235,2015-02-26,88.65,2015-03-03,616.92,2015-02-26,2110.74,2015-02-26,13.91,,
2015-03-04,126.0,2015-03-04,143.4,2015-03-04,99.5,2015-02-27,52.42,2015-02-27,32.115,2020-08-20,133.455,2015-02-27,88.54,2015-03-04,609.25,2015-02-27,2104.5,2015-02-27,13.34,,
2015-03-05,127.9,2015-03-05,145.1,2015-03-05,99.5,2015-03-02,53.49,2015-03-02,32.273,2020-08-21,136.665,2015-03-02,88.04,2015-03-05,616.6,2015-03-02,2117.39,2015-03-02,13.04,,
2015-03-06,128.1,2015-03-06,146.0,2015-03-06,97.0,2015-03-03,53.73,2015-03-03,32.34,2020-08-24,134.28,2015-03-03,87.62,2015-03-06,618.31,2015-03-03,2107.78,2015-03-03,13.86,,
2015-03-09,128.3,2015-03-09,143.5,2015-03-09,100.0,2015-03-04,53.67,2015-03-04,32.135,2020-08-25,134.889,2015-03-04,87.18,2015-03-09,614.26,2015-03-04,2098.53,2015-03-04,14.23,,
2015-03-10,126.5,2015-03-10,138.0,2015-03-10,96.0,2015-03-05,53.56,2015-03-05,31.603,2020-08-26,143.545,2015-03-05,86.74,2015-03-10,603.5,2015-03-05,2101.04,2015-03-05,14.04,,
2015-03-11,127.4,2015-03-11,136.9,2015-03-11,98.0,2015-03-06,53.06,2015-03-06,31.65,2020-08-27,149.25,2015-03-06,85.63,2015-03-11,608.66,2015-03-06,2071.26,2015-03-06,15.2,,
2015-03-12,128.8,2015-03-12,136.9,2015-03-12,99.5,2015-03-09,52.95,2015-03-09,31.785,2020-08-28,147.56,2015-03-09,85.16,2015-03-12,612.36,2015-03-09,2079.43,2015-03-09,15.06,,
2015-03-13,129.6,2015-03-13,134.3,2015-03-13,100.0,2015-03-10,51.23,2015-03-10,31.128,2020-08-31,166.107,2015-03-10,84.26,2015-03-13,611.47,2015-03-10,2044.16,2015-03-10,16.69,,
2015-03-16,128.9,2015-03-16,132.4,2015-03-16,102.0,2015-03-11,52.33,2015-03-11,30.56,2020-09-01,158.35,2015-03-11,84.02,2015-03-16,610.76,2015-03-11,2040.24,2015-03-11,16.87,,
2015-03-17,128.5,2015-03-17,135.4,2015-03-17,98.0,2015-03-12,54.08,2015-03-12,31.113,2020-09-02,149.123,2015-03-12,84.22,2015-03-17,611.49,2015-03-12,2065.95,2015-03-12,15.42,,
2015-03-18,128.8,2015-03-18,137.2,2015-03-18,99.5,2015-03-13,53.54,2015-03-13,30.898,2020-09-03,135.667,2015-03-13,83.87,2015-03-18,617.61,2015-03-13,2053.4,2015-03-13,16.0,,
2015-03-19,127.2,2015-03-19,138.6,2015-03-19,100.5,2015-03-16,53.69,2015-03-16,31.238,2020-09-04,139.44,2015-03-16,84.76,2015-03-19,614.01,2015-03-16,2081.19,2015-03-16,15.61,,
2015-03-20,129.4,2015-03-20,143.9,2015-03-20,99.5,2015-03-17,53.84,2015-03-17,31.76,2020-09-08,110.07,2015-03-17,84.08,2015-03-20,623.16,2015-03-17,2074.28,2015-03-17,15.66,,
2015-03-23,129.5,2015-03-23,142.6,2015-03-23,95.5,2015-03-18,53.72,2015-03-18,32.118,2020-09-09,122.093,2015-03-18,86.07,2015-03-23,622.37,2015-03-18,2099.5,2015-03-18,13.97,,
2015-03-24,129.3,2015-03-24,142.0,2015-03-24,95.5,2015-03-19,52.38,2015-03-19,31.874,2020-09-10,123.78,2015-03-19,84.41,2015-03-24,620.95,2015-03-19,2089.27,2015-03-19,14.07,,
2015-03-25,128.4,2015-03-25,141.3,2015-03-25,94.5,2015-03-20,52.98,2015-03-20,31.475,2020-09-11,124.24,2015-03-20,84.54,2015-03-25,616.57,2015-03-20,2108.1,2015-03-20,13.02,,
2015-03-26,127.0,2015-03-26,142.9,2015-03-26,93.5,2015-03-23,52.48,2015-03-23,31.803,2020-09-14,139.873,2015-03-23,85.43,2015-03-26,611.36,2015-03-23,2104.42,2015-03-23,13.41,,
2015-03-27,127.9,2015-03-27,143.4,2015-03-27,93.0,2015-03-24,51.94,2015-03-24,31.673,2020-09-15,149.92,2015-03-24,84.52,2015-03-27,616.47,2015-03-24,2091.5,2015-03-24,13.62,,
2015-03-30,129.0,2015-03-30,142.9,2015-03-30,92.5,2015-03-25,51.38,2015-03-25,30.845,2020-09-16,147.253,2015-03-25,84.86,2015-03-30,619.54,2015-03-25,2061.05,2015-03-25,15.44,,
2015-03-31,129.7,2015-03-31,142.8,2015-03-31,90.5,2015-03-26,51.19,2015-03-26,31.06,2020-09-17,141.143,2015-03-26,84.32,2015-03-31,619.2,2015-03-26,2056.15,2015-03-26,15.8,,
2015-04-01,131.0,2015-04-01,144.0,2015-04-01,92.0,2015-03-27,51.0,2015-03-27,30.813,2020-09-18,147.383,2015-03-27,83.58,2015-04-01,622.16,2015-03-27,2061.02,2015-03-27,15.07,,
2015-04-07,135.0,2015-04-07,152.7,2015-04-07,91.5,2015-03-30,51.64,2015-03-30,31.593,2020-09-21,149.797,2015-03-30,85.63,2015-04-07,644.8,2015-03-30,2086.24,2015-03-30,14.51,,
2015-04-08,134.8,2015-04-08,152.2,2015-04-08,97.0,2015-03-31,51.52,2015-03-31,31.108,2020-09-22,141.41,2015-03-31,85.0,2015-04-08,642.83,2015-03-31,2067.89,2015-03-31,15.29,,
2015-04-09,134.4,2015-04-09,152.1,2015-04-09,95.0,2015-04-01,51.62,2015-04-01,31.063,2020-09-23,126.787,2015-04-01,84.46,2015-04-09,645.01,2015-04-01,2059.69,2015-04-01,15.11,,
2015-04-10,136.9,2015-04-10,154.1,2015-04-10,99.0,2015-04-02,51.86,2015-04-02,31.33,2020-09-24,129.263,2015-04-02,84.3,2015-04-10,656.31,2015-04-02,2066.96,2015-04-02,14.67,,
2015-04-13,137.5,2015-04-13,153.5,2015-04-13,117.0,2015-04-06,51.62,2015-04-06,31.838,2020-09-25,135.78,2015-04-06,85.13,2015-04-13,656.92,2015-04-06,2080.62,2015-04-06,14.74,,
2015-04-14,137.9,2015-04-14,154.5,2015-04-14,115.5,2015-04-07,51.52,2015-04-07,31.503,2020-09-28,140.4,2015-04-07,85.75,2015-04-14,656.32,2015-04-07,2076.33,2015-04-07,14.78,,
2015-04-15,137.9,2015-04-15,157.2,2015-04-15,117.0,2015-04-08,51.89,2015-04-08,31.4,2020-09-29,139.69,2015-04-08,84.06,2015-04-15,661.32,2015-04-08,2081.9,2015-04-08,13.98,,
2015-04-16,137.1,2015-04-16,157.7,2015-04-16,109.5,2015-04-09,52.13,2015-04-09,31.64,2020-09-30,143.003,2015-04-09,84.65,2015-04-16,660.01,2015-04-09,2091.18,2015-04-09,13.09,,
2015-04-17,135.1,2015-04-17,156.3,2015-04-17,111.0,2015-04-10,52.43,2015-04-10,31.775,2020-10-01,149.387,2015-04-10,85.56,2015-04-17,651.17,2015-04-10,2102.06,2015-04-10,12.58,,
2015-04-20,137.0,2015-04-20,156.2,2015-04-20,111.0,2015-04-13,52.66,2015-04-13,31.713,2020-10-02,138.363,2015-04-13,85.34,2015-04-20,651.41,2015-04-13,2092.43,2015-04-13,13.94,,
